1st Q,1st Q.1,1st Q.2,1st Q.3,1st Q.4,1st Q.5,table
6:57.0,Jump ball: J. Kuminga vs. G. Vincent (A. Horford gains possession),Jump ball: J. Kuminga vs. G. Vincent (A. Horford gains possession),Jump ball: J. Kuminga vs. G. Vincent (A. Horford gains possession),Jump ball: J. Kuminga vs. G. Vincent (A. Horford gains possession),Jump ball: J. Kuminga vs. G. Vincent (A. Horford gains possession),pbp
6:53.0,A. Horford misses 3-pt jump shot from 26 ft,,37-31,,,pbp
6:51.0,Offensive rebound by J. Kuminga,,37-31,,,pbp
6:48.0,Turnover by J. Kuminga (lost ball; steal by G. Vincent),,37-31,,,pbp
6:41.0,,,37-31,,Shooting foul by A. Horford (drawn by L. Dončić),pbp
6:41.0,,,37-32,+1,L. Dončić makes free throw 1 of 2,pbp
6:41.0,,,37-33,+1,L. Dončić makes free throw 2 of 2,pbp
6:24.0,S. Curry misses 2-pt layup from 3 ft,,37-33,,,pbp
6:23.0,,,37-33,,Defensive rebound by D. Ayton,pbp
6:10.0,,,37-33,,Turnover by D. Ayton (lost ball; steal by G. Payton),pbp
6:05.0,G. Payton makes 2-pt layup from 1 ft (assist by W. Richard),+2,39-33,,,pbp
5:54.0,,,39-35,+2,M. Smart makes 2-pt jump shot from 18 ft,pbp
5:44.0,Offensive foul by S. Curry (drawn by M. Smart),,39-35,,,pbp
5:44.0,Turnover by S. Curry (offensive foul),,39-35,,,pbp
5:44.0,,,39-35,,A. Reaves enters the game for G. Vincent,pbp
5:33.0,Flagrant foul type 1 by M. Smart (drawn by S. Curry),,39-35,,,pbp
5:33.0,,,39-35,,Turnover by M. Smart (offensive foul),pbp
5:33.0,,,39-35,,Instant Replay (Request: Ruling Stands),pbp
5:33.0,S. Curry makes flagrant free throw 1 of 2,+1,40-35,,,pbp
5:33.0,S. Curry makes flagrant free throw 2 of 2,+1,41-35,,,pbp
5:23.0,Shooting foul by A. Reaves (drawn by J. Kuminga),,41-35,,,pbp
5:23.0,J. Kuminga makes free throw 1 of 2,+1,42-35,,,pbp
5:23.0,J. Kuminga misses free throw 2 of 2,,42-35,,,pbp
5:21.0,,,42-35,,Defensive rebound by D. Ayton,pbp
5:05.0,,,42-35,,L. Dončić misses 2-pt jump shot from 9 ft,pbp
5:03.0,Defensive rebound by A. Horford,,42-35,,,pbp
4:59.0,S. Curry makes 3-pt jump shot from 28 ft (assist by J. Kuminga),+3,45-35,,,pbp
4:43.0,,,45-37,+2,A. Reaves makes 2-pt layup from 3 ft (assist by L. Dončić),pbp
4:26.0,A. Horford misses 2-pt layup from 2 ft (block by L. Dončić),,45-37,,,pbp
4:25.0,,,45-37,,Defensive rebound by D. Ayton,pbp
4:18.0,,,45-39,+2,M. Smart makes 2-pt layup from 3 ft (assist by A. Reaves),pbp
4:18.0,Golden State full timeout,,45-39,,,pbp
4:18.0,J. Butler enters the game for G. Payton,,45-39,,,pbp
4:03.0,S. Curry makes 2-pt layup from 4 ft (assist by J. Butler),+2,47-39,,,pbp
3:44.0,,,47-41,+2,L. Dončić makes 2-pt jump shot from 12 ft (assist by R. Hachimura),pbp
3:30.0,J. Kuminga misses 3-pt jump shot from 25 ft,,47-41,,,pbp
3:28.0,,,47-41,,Defensive rebound by L. Dončić,pbp
3:18.0,,,47-41,,Turnover by D. Ayton (traveling),pbp
2:59.0,S. Curry makes 2-pt jump shot from 4 ft (assist by J. Kuminga),+2,49-41,,,pbp
2:46.0,,,49-41,,Shooting foul by A. Horford (drawn by M. Smart),pbp
2:46.0,,,49-42,+1,M. Smart makes free throw 1 of 2,pbp
2:46.0,D. Green enters the game for A. Horford,,49-42,,,pbp
2:46.0,B. Podziemski enters the game for W. Richard,,49-42,,,pbp
2:46.0,,,49-42,,G. Vincent enters the game for A. Reaves,pbp
2:46.0,,,49-42,,M. Smart misses free throw 2 of 2,pbp
2:44.0,Defensive rebound by J. Kuminga,,49-42,,,pbp
2:33.0,Turnover by D. Green (bad pass; steal by L. Dončić),,49-42,,,pbp
2:23.0,,,49-42,,Shooting foul by D. Green (drawn by D. Ayton),pbp
2:23.0,,,49-42,,D. Ayton misses free throw 1 of 2,pbp
2:23.0,,,49-42,,Offensive rebound by Team,pbp
2:23.0,,,49-42,,D. Ayton misses free throw 2 of 2,pbp
2:21.0,Defensive rebound by J. Butler,,49-42,,,pbp
2:13.0,S. Curry misses 3-pt jump shot from 28 ft,,49-42,,,pbp
2:09.0,,,49-42,,Defensive rebound by D. Ayton,pbp
2:07.0,,,49-42,,Offensive foul by M. Smart (drawn by J. Kuminga),pbp
2:07.0,,,49-42,,Turnover by M. Smart (offensive foul),pbp
2:01.0,Offensive foul by D. Green (drawn by M. Smart),,49-42,,,pbp
2:01.0,Turnover by D. Green (offensive foul),,49-42,,,pbp
1:52.0,,,49-44,+2,L. Dončić makes 2-pt jump shot from 6 ft,pbp
1:52.0,,,49-44,,Shooting foul by J. Kuminga (drawn by L. Dončić),pbp
1:52.0,,,49-45,+1,L. Dončić makes free throw 1 of 1,pbp
1:37.0,J. Kuminga misses 3-pt jump shot from 26 ft,,49-45,,,pbp
1:36.0,,,49-45,,Defensive rebound by R. Hachimura,pbp
1:28.0,,,49-48,+3,R. Hachimura makes 3-pt jump shot from 25 ft (assist by L. Dončić),pbp
1:08.0,Personal foul by M. Smart (drawn by D. Green),,49-48,,,pbp
1:08.0,D. Green makes free throw 1 of 2,+1,50-48,,,pbp
1:08.0,,,50-48,,J. LaRavia enters the game for M. Smart,pbp
1:08.0,D. Green misses free throw 2 of 2,,50-48,,,pbp
1:06.0,,,50-48,,Defensive rebound by L. Dončić,pbp
0:55.0,,,50-51,+3,R. Hachimura makes 3-pt jump shot from 26 ft (assist by L. Dončić),pbp
0:46.0,S. Curry misses 2-pt layup from 3 ft,,50-51,,,pbp
0:45.0,Offensive rebound by J. Kuminga,,50-51,,,pbp
0:44.0,J. Kuminga misses 2-pt dunk at rim,,50-51,,,pbp
0:42.0,Offensive rebound by B. Podziemski,,50-51,,,pbp
0:33.0,B. Podziemski makes 3-pt jump shot from 26 ft (assist by J. Kuminga),+3,53-51,,,pbp
0:19.0,,,53-54,+3,L. Dončić makes 3-pt jump shot from 30 ft,pbp
0:02.0,S. Curry misses 3-pt jump shot from 28 ft,,53-54,,,pbp
0:01.0,Offensive rebound by J. Butler,,53-54,,,pbp
0:01.0,Shooting foul by G. Vincent (drawn by J. Butler),,53-54,,,pbp
0:01.0,J. Butler makes free throw 1 of 2,+1,54-54,,,pbp
0:01.0,A. Horford enters the game for D. Green,,54-54,,,pbp
0:01.0,J. Butler makes free throw 2 of 2,+1,55-54,,,pbp
0:00.0,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,End of 2nd quarter,pbp
3rd Q,3rd Q,3rd Q,3rd Q,3rd Q,3rd Q,pbp
Time,Golden State,,Score,,LA Lakers,pbp
12:00.0,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,Start of 3rd quarter,pbp
11:47.0,J. Kuminga makes 3-pt jump shot from 26 ft (assist by D. Green),+3,58-54,,,pbp
11:31.0,,,58-56,+2,L. Dončić makes 2-pt jump shot from 13 ft (assist by A. Reaves),pbp
11:31.0,,,58-56,,Shooting foul by S. Curry (drawn by L. Dončić),pbp
11:31.0,,,58-56,,L. Dončić misses free throw 1 of 1,pbp
11:28.0,Defensive rebound by B. Podziemski,,58-56,,,pbp
11:15.0,J. Kuminga makes 2-pt layup from 1 ft (assist by D. Green),+2,60-56,,,pbp
11:04.0,,,60-56,,Turnover by A. Reaves (bad pass; steal by J. Kuminga),pbp
10:58.0,J. Butler makes 2-pt layup from 1 ft (assist by S. Curry),+2,62-56,,,pbp
10:47.0,,,62-58,+2,L. Dončić makes 2-pt jump shot from 4 ft (assist by A. Reaves),pbp
10:47.0,,,62-58,,Shooting foul by J. Kuminga (drawn by L. Dončić),pbp
10:47.0,,,62-58,,L. Dončić misses free throw 1 of 1,pbp
10:44.0,Defensive rebound by J. Kuminga,,62-58,,,pbp
10:23.0,J. Kuminga makes 3-pt jump shot from 24 ft (assist by D. Green),+3,65-58,,,pbp
10:03.0,,,65-58,,G. Vincent misses 3-pt jump shot from 28 ft,pbp
10:00.0,Defensive rebound by B. Podziemski,,65-58,,,pbp
9:51.0,J. Butler makes 2-pt jump shot from 9 ft,+2,67-58,,,pbp
9:33.0,,,67-58,,R. Hachimura misses 3-pt jump shot from 25 ft,pbp
9:30.0,Defensive rebound by B. Podziemski,,67-58,,,pbp
9:25.0,Shooting foul by G. Vincent (drawn by J. Butler),,67-58,,,pbp
9:25.0,J. Butler makes free throw 1 of 2,+1,68-58,,,pbp
9:25.0,J. Butler makes free throw 2 of 2,+1,69-58,,,pbp
9:05.0,,,69-58,,D. Ayton misses 2-pt hook shot from 6 ft,pbp
9:01.0,Defensive rebound by S. Curry,,69-58,,,pbp
8:50.0,Shooting foul by A. Reaves (drawn by S. Curry),,69-58,,,pbp
8:50.0,S. Curry makes free throw 1 of 2,+1,70-58,,,pbp
8:50.0,S. Curry makes free throw 2 of 2,+1,71-58,,,pbp
8:45.0,,,71-58,,LA Lakers full timeout,pbp
8:28.0,,,71-58,,L. Dončić misses 3-pt jump shot from 25 ft,pbp
8:25.0,Defensive rebound by D. Green,,71-58,,,pbp
8:10.0,J. Butler misses 2-pt jump shot from 7 ft,,71-58,,,pbp
8:06.0,Offensive rebound by J. Butler,,71-58,,,pbp
8:01.0,B. Podziemski misses 3-pt jump shot from 28 ft,,71-58,,,pbp
7:58.0,,,71-58,,Defensive rebound by L. Dončić,pbp
7:48.0,,,71-58,,Offensive foul by D. Ayton (drawn by D. Green),pbp
7:48.0,,,71-58,,Turnover by D. Ayton (offensive foul),pbp
7:36.0,J. Butler misses 2-pt jump shot from 17 ft,,71-58,,,pbp
7:34.0,,,71-58,,Defensive rebound by L. Dončić,pbp
7:26.0,,,71-58,,D. Ayton misses 2-pt jump shot from 15 ft,pbp
7:24.0,Defensive rebound by B. Podziemski,,71-58,,,pbp
7:17.0,S. Curry makes 2-pt layup from 3 ft (assist by D. Green),+2,73-58,,,pbp
7:06.0,,,73-58,,A. Reaves misses 2-pt jump shot from 17 ft,pbp
7:02.0,,,73-58,,Offensive rebound by D. Ayton,pbp
6:57.0,,,73-60,+2,L. Dončić makes 2-pt jump shot from 15 ft,pbp
6:57.0,,,73-60,,Shooting foul by B. Podziemski (drawn by L. Dončić),pbp
6:57.0,B. Hield enters the game for J. Butler,,73-60,,,pbp
6:57.0,G. Payton enters the game for B. Podziemski,,73-60,,,pbp
6:57.0,,,73-61,+1,L. Dončić makes free throw 1 of 1,pbp
6:41.0,G. Payton makes 2-pt dunk from 4 ft (assist by D. Green),+2,75-61,,,pbp
6:21.0,,,75-61,,A. Reaves misses 3-pt jump shot from 27 ft,pbp
6:19.0,Defensive rebound by J. Kuminga,,75-61,,,pbp
6:04.0,J. Kuminga makes 3-pt jump shot from 24 ft (assist by S. Curry),+3,78-61,,,pbp
5:56.0,,,78-61,,Personal foul by J. Kuminga (drawn by L. Dončić),pbp
5:56.0,A. Horford enters the game for D. Green,,78-61,,,pbp
5:56.0,,,78-61,,M. Smart enters the game for G. Vincent,pbp
5:48.0,,,78-63,+2,L. Dončić makes 2-pt layup from 3 ft,pbp
5:39.0,G. Payton misses 3-pt jump shot from 24 ft,,78-63,,,pbp
5:36.0,,,78-63,,Defensive rebound by L. Dončić,pbp
5:29.0,,,78-63,,L. Dončić misses 3-pt jump shot from 27 ft,pbp
5:29.0,,,78-63,,Offensive rebound by Team,pbp
5:29.0,Loose ball foul by S. Curry (drawn by M. Smart),,78-63,,,pbp
5:29.0,,,78-64,+1,M. Smart makes free throw 1 of 2,pbp
5:29.0,Golden State full timeout,,78-64,,,pbp
5:29.0,,,78-65,+1,M. Smart makes free throw 2 of 2,pbp
5:16.0,Turnover by G. Payton (bad pass; steal by L. Dončić),,78-65,,,pbp
5:05.0,,,78-65,,A. Reaves misses 2-pt jump shot from 14 ft,pbp
5:00.0,Defensive rebound by J. Kuminga,,78-65,,,pbp
4:44.0,Turnover by G. Payton (dbl dribble),,78-65,,,pbp
4:30.0,,,78-67,+2,D. Ayton makes 2-pt jump shot from 14 ft (assist by A. Reaves),pbp
4:09.0,A. Horford misses 3-pt jump shot from 27 ft,,78-67,,,pbp
4:05.0,,,78-67,,Defensive rebound by A. Reaves,pbp
3:59.0,,,78-67,,Shooting foul by A. Horford (drawn by A. Reaves),pbp
3:59.0,Violation by Team (delay of game),,78-67,,,pbp
3:59.0,,,78-68,+1,A. Reaves makes free throw 1 of 2,pbp
3:59.0,J. Butler enters the game for S. Curry,,78-68,,,pbp
3:59.0,B. Podziemski enters the game for G. Payton,,78-68,,,pbp
3:59.0,,,78-68,,A. Reaves misses free throw 2 of 2,pbp
3:55.0,Defensive rebound by B. Hield,,78-68,,,pbp
3:48.0,B. Hield makes 3-pt jump shot from 27 ft (assist by A. Horford),+3,81-68,,,pbp
3:33.0,,,81-70,+2,L. Dončić makes 2-pt jump shot from 10 ft,pbp
3:08.0,J. Kuminga makes 2-pt jump shot from 4 ft,+2,83-70,,,pbp
2:41.0,,,83-70,,Turnover by L. Dončić (bad pass),pbp
2:41.0,W. Richard enters the game for J. Kuminga,,83-70,,,pbp
2:41.0,,,83-70,,J. Hayes enters the game for D. Ayton,pbp
2:41.0,,,83-70,,J. Vanderbilt enters the game for R. Hachimura,pbp
2:23.0,Shooting foul by A. Reaves (drawn by J. Butler),,83-70,,,pbp
2:23.0,J. Butler makes free throw 1 of 2,+1,84-70,,,pbp
2:23.0,,,84-70,,J. LaRavia enters the game for A. Reaves,pbp
2:23.0,J. Butler makes free throw 2 of 2,+1,85-70,,,pbp
2:12.0,,,85-73,+3,J. LaRavia makes 3-pt jump shot from 26 ft (assist by J. Hayes),pbp
1:57.0,B. Hield makes 3-pt jump shot from 27 ft (assist by B. Podziemski),+3,88-73,,,pbp
